re_text,prevalence,se_prevalence,adjustment_type,RSE,outcome
Asian-NHPI,0.046801433,0.02400325,Standardized,51.28742587159236,dis_conc
Asian-White,0.13213372254255085,0.031072742391615966,Standardized,23.516133348630706,dis_conc
Black,0.13188030457598568,0.007184503,Standardized,5.447745157734974,dis_conc
Black-Multiple,0.112537355,0.043077963,Standardized,38.278812480768906,dis_conc
Black-White,0.13985212048064335,0.033729269944811534,Standardized,24.11781089,dis_conc
Chinese,0.042508514,0.008051159,Standardized,18.940109759358876,dis_conc
DK/R,0.12498031221312961,0.021129156692057626,Standardized,16.905988085568197,dis_conc
Filipino,0.072236043,0.009225702,Standardized,12.771604278557788,dis_conc
Hispanic-AIAN,0.13818701747547646,0.011889991311923604,Standardized,8.604275227,dis_conc
Hispanic-AIAN-White,0.2313813376131803,0.040240749,Standardized,17.39152743611857,dis_conc
Hispanic-Asian,0.1350083622523451,0.032942702074104234,Standardized,24.400490106331926,dis_conc
Hispanic-Black,0.1444652339532584,0.018286814,Standardized,12.658280432747468,dis_conc
Hispanic-Black-White,0.19400973257821966,0.066133401,Standardized,34.08767197476911,dis_conc
Hispanic-NHPI,0.10322173176008036,0.037447648319203414,Standardized,36.27884136476559,dis_conc
Hispanic-White,0.1150795697365301,0.003634613,Standardized,3.158348125663198,dis_conc
Japanese,0.053447609,0.01613781,Standardized,30.19369949236727,dis_conc
Korean,0.039262882,0.017338367,Standardized,44.159690360151835,dis_conc
Mexican,0.13245410613118694,0.006570214,Standardized,4.960370086827057,dis_conc
Multiple Hispanic,0.1483755204630684,0.033729367,Standardized,22.732433660980256,dis_conc
NHPI-Multiple,0.18347176061023457,0.050644373,Standardized,27.603361419187735,dis_conc
NHPI-White,0.12969673733604573,0.053264174,Standardized,41.06824506925781,dis_conc
Other Asian,0.098034478,0.015613252299544344,Standardized,15.926286937784448,dis_conc
Other Hispanic,0.13361115849792093,0.013446793689218174,Standardized,10.064124763522212,dis_conc
Other Pacific Islander,0.13604664976867992,0.042963201,Standardized,31.57975651457296,dis_conc
Other Race,0.12717867056045687,0.012801296345211351,Standardized,10.065600063908517,dis_conc
Other Race-White,0.17151345903086732,0.043718917,Standardized,25.490079346916257,dis_conc
Puerto Rican,0.068361102,0.025524290477544093,Standardized,37.33744752815023,dis_conc
Samoan,0.075226338,0.035587021,Standardized,47.306597057703364,dis_conc
Unspecified Asian,0.078474629,0.011920775333951163,Standardized,15.190610600728046,dis_conc
Unspecified NHPI,0.10621079158681751,0.042480293,Standardized,39.99621126035908,dis_conc
Vietnamese,0.074577016,0.018242139,Standardized,24.460805673169574,dis_conc
White,0.098456707,0.002140561,Standardized,2.174113952279513,dis_conc
AIAN,0.14281007144113472,0.017282018,Standardized,12.101400062273816,dis_err
AIAN-Black,0.27381839884153175,0.059653798,Standardized,21.78589818969157,dis_err
AIAN-Black-White,0.1296018681900804,0.03599148,Standardized,27.77080327909804,dis_err
AIAN-Multiple,0.1852661005817035,0.044206152,Standardized,23.860896246861614,dis_err
AIAN-White,0.15548326158755427,0.021718267358143938,Standardized,13.968234996095802,dis_err
Asian Indian,0.023671537974714302,0.007235531,Standardized,30.56637409188636,dis_err
Asian-Black,0.1432459173443098,0.046233578793789705,Standardized,32.27566945776291,dis_err
Asian-Multiple,0.18812463115366318,0.051692042,Standardized,27.47755144206313,dis_err
Asian-NHPI,0.022874534,0.015442172819841884,Standardized,67.50814144,dis_err
Asian-White,0.051663059,0.021356602,Standardized,41.338245724396984,dis_err
Black,0.096179239,0.006063657,Standardized,6.304538636885662,dis_err
Black-Multiple,0.16109141130813873,0.032895401,Standardized,20.420332054702214,dis_err
Black-White,0.095906868,0.023925592,Standardized,24.946693539794456,dis_err
Chinese,0.013640126088526562,0.004575786,Standardized,33.54650711649576,dis_err
DK/R,0.056337279,0.008345897,Standardized,14.81416410319988,dis_err
Filipino,0.040177078,0.006654186,Standardized,16.56214464,dis_err
Hispanic-AIAN,0.093366006,0.011378170292207664,Standardized,12.186630620506188,dis_err
Hispanic-AIAN-White,0.1734761305956647,0.041379135357713225,Standardized,23.852927325292395,dis_err
Hispanic-Asian,0.016866545,0.007636032,Standardized,45.27324718212084,dis_err
Hispanic-Black,0.072182769,0.014715852605443867,Standardized,20.386932793711587,dis_err
Hispanic-Black-White,0.071632317,0.039032459932439464,Standardized,54.490014396584996,dis_err
Hispanic-NHPI,0.024530375,0.017492786758098948,Standardized,71.31071961833779,dis_err
Hispanic-White,0.067946796,0.002867262,Standardized,4.219864035815239,dis_err
Japanese,0.049208724,0.017240013,Standardized,35.03446406551237,dis_err
Korean,0.039715309,0.018606996,Standardized,46.85094070934912,dis_err
Mexican,0.073663356,0.00541598,Standardized,7.352339792,dis_err
Multiple Hispanic,0.074143595,0.025319141655216357,Standardized,34.14879126635814,dis_err
NHPI-Multiple,0.080147666,0.029611423,Standardized,36.94608243290997,dis_err
NHPI-White,0.018442264,0.009169448,Standardized,49.719752241617265,dis_err
Other Asian,0.05416517,0.015406811,Standardized,28.44412855290753,dis_err
Other Hispanic,0.077570535,0.010955463103057646,Standardized,14.12322742599521,dis_err
Other Pacific Islander,0.032323669,0.013043160435418743,Standardized,40.35173242689092,dis_err
Other Race,0.085334872,0.009879292,Standardized,11.577086233682143,dis_err
Other Race-White,0.10130881257711175,0.033679838,Standardized,33.244726484810215,dis_err
Puerto Rican,0.087258623,0.032997307,Standardized,37.81552587217019,dis_err
Samoan,0.096142763,0.048862038,Standardized,50.82237771904566,dis_err
Unspecified Asian,0.034946853814034576,0.009025768,Standardized,25.827127155109793,dis_err
Unspecified NHPI,0.082086532,0.039170128,Standardized,47.71809348896375,dis_err
Vietnamese,0.029507873,0.012991363618808352,Standardized,44.026771295806014,dis_err
White,0.060750365,0.001762424,Standardized,2.901091774312829,dis_err
AIAN,0.080897052,0.013065840776569948,Standardized,16.151195255725735,dis_dress
AIAN-Black,0.11892874437739034,0.035318209,Standardized,29.696949289349966,dis_dress
AIAN-Black-White,0.11508465602761639,0.035398515,Standardized,30.75867493,dis_dress
AIAN-Multiple,0.094044797,0.033471270826773085,Standardized,35.59077355,dis_dress
AIAN-White,0.11710921555021453,0.018753278949404067,Standardized,16.013495489057362,dis_dress
Asian Indian,0.017390702666479244,0.006726809,Standardized,38.680489353257386,dis_dress
Asian-Black,0.11024830370841875,0.047455977,Standardized,43.04463243317655,dis_dress
Asian-Multiple,0.12245756030831825,0.04177986,Standardized,34.11782807670305,dis_dress
Asian-NHPI,0.001407121,0.00142033,Standardized,100.93871732397497,dis_dress
Asian-White,0.030871665,0.019592742,Standardized,63.465129697198776,dis_dress
Black,0.064054305,0.004685318,Standardized,7.314603019173912,dis_dress
Black-Multiple,0.12383222291801713,0.048839737,Standardized,39.440249076391346,dis_dress
Black-White,0.078528565,0.028483966,Standardized,36.27210848505547,dis_dress
Chinese,0.005281771,0.002260317,Standardized,42.79467935874618,dis_dress
DK/R,0.030408335238340415,0.006562292,Standardized,21.580569430638118,dis_dress
Filipino,0.026356831681872583,0.00571248,Standardized,21.67362242838293,dis_dress
Hispanic-AIAN,0.058273895842349197,0.00936588,Standardized,16.072171527120275,dis_dress
Hispanic-AIAN-White,0.07021213,0.029380359557541584,Standardized,41.84513352741689,dis_dress
Hispanic-Asian,0.04834246,0.025544188,Standardized,52.84006704531714,dis_dress
Hispanic-Black,0.064718951,0.014616284403099679,Standardized,22.584241708706358,dis_dress
Hispanic-Black-White,0.10623606216030715,0.052946593758721294,Standardized,49.83862605790716,dis_dress
Hispanic-NHPI,0.045150994,0.024607639884063462,Standardized,54.50077062561708,dis_dress
Hispanic-White,0.049675041,0.002495253,Standardized,5.023152208041914,dis_dress
Japanese,0.02072612,0.009564115,Standardized,46.14522657437482,dis_dress
Korean,0.032105630734118734,0.017036861,Standardized,53.065025923492584,dis_dress
Mexican,0.052536685,0.004455257,Standardized,8.480277135389294,dis_dress
Multiple Hispanic,0.047094054,0.014603917652378763,Standardized,31.01010924905318,dis_dress
NHPI-Multiple,0.038767762,0.022214269,Standardized,57.300881280904584,dis_dress
NHPI-White,0,0,Standardized,NA,dis_dress
Other Asian,0.027603195167910786,0.008402202,Standardized,30.43923623510953,dis_dress
Other Hispanic,0.04968583,0.009092964,Standardized,18.300920168847384,dis_dress
Other Pacific Islander,0.052593279,0.027820858280364468,Standardized,52.89812442740427,dis_dress
Other Race,0.032573246979034035,0.005567881,Standardized,17.093417093776715,dis_dress
Other Race-White,0.005072506,0.00449831,Standardized,88.6802293,dis_dress
Puerto Rican,0.11358127067792657,0.039012915,Standardized,34.34801800344983,dis_dress
Samoan,0.008546426,0.009512975,Standardized,111.30939615291709,dis_dress
Unspecified Asian,0.019849793598562242,0.007706362,Standardized,38.823384765062904,dis_dress
Unspecified NHPI,0.025959455,0.023355503542113434,Standardized,89.96915874924274,dis_dress
Vietnamese,0.041848409,0.018140591,Standardized,43.348341561894784,dis_dress
White,0.031062886094876962,0.001222492,Standardized,3.9355390393051373,dis_dress
